smiles,Ea,Er,sum_Ea_Er,diff_Ea_Er,sa_score
CC1=C2SC(I)C(=C2C2C3C=CC2C24CC32C2CCC4C2)C12C=CCC2,83.64464162,0.610537037,84.25517866,-83.03410459,7.600491945
CCOC=CC=CC(C(C)CCBr)C12OC1C1CCC2C1=C1C23C4C=CC(C4)C12C1CC3CC1CBr,80.56685012,-2.592540478,77.97430964,-83.1593906,7.600357563
CC1C2C=CC1C13CC21C1CCC3C1=CC(S)C12CC1C1CCC2S1,84.99355927,0.82908282,85.82264208,-84.16447645,7.600309594
CC1C23CCC1(C)C(=C(C1C45C6C=CC(C6)C14C1CCC5C1)S2)C3,81.34387976,0.627876907,81.97175667,-80.71600286,7.600027066
BrCC1C2C=CC13C(CBr)C(C2=CC1C24C5C=CC(C5)C12C1CCC4C1)C12CC31C1CCC2S1,80.84132803,0.090551357,80.93187939,-80.75077667,7.599865866
CC1=C2CC3C(c4ccccc4)C2C2(C(=C4C56C7CCC(C7)C45C4C=CC6C4C)C32)C12C=C1C3C4CCC(S4)C13C2C=Cc1ccccc1,87.99248874,2.630787005,90.62327575,-85.36170174,7.597913694
C1=CC2CC1C13CC21C12C=C3C(=C(C3C4C=CC3C35CC43C3CCC5C3)S1)C13OC12C1CCC3C1,84.10705891,-0.455899114,83.6511598,-84.56295803,7.59788938
BrCC1=C(C2C3C=CC2C24CC32C2CCC4C2)CC(I)SC12C=CCO2,85.15353211,1.622301593,86.77583371,-83.53123052,7.597764057
SC1CC2SC1C13OC21C1(S)C=CC3O1,87.92254219,-5.832573867,82.08996832,-93.75511605,7.596674502
CC12OC3CC4CC3C35C(C6CC7CC6C68CC76C6C=CC8C6)C1=CC3C425,83.76131677,-3.176740586,80.58457619,-86.93805736,7.596553348
CC1C(CBr)CC23C(=C4C56C7CCC(C7)C45C4C=CC6N4)C12C1C=CC3C1,86.07966789,-2.152150618,83.92751727,-88.2318185,7.595698562
CC1=CC23C(=C4C5CCC4C46C7C=CC(C7)C54C6C)C=C4C(c5ccccc5)C5=C6C2C6C14C53,84.3792607,-0.14417268,84.23508802,-84.52343338,7.595669914
CC=CC=C(F)C(C1CC2CC1C13CC21C1C=CC3C1)C12NC1(CC)C1CCC2C1,79.31822732,-4.171499872,75.14672744,-83.48972719,7.594732406
BrC=C1C2CCC1C1(CC=C3C4CCC3C35OC43C3C=CC5O3)SC21,82.457856,-2.302345773,80.15551022,-84.76020177,7.594203675
BrC(=C1C2=CC(CC2)C23OC12C1CCC3C1)C1CC2CC1C13CC21C1C=CC3C1,79.95429297,-7.720820402,72.23347256,-87.67511337,7.594075399
FC1SC2(C=CCS2)OC1C1C2C=CC1C13CC21C1CCC3C1,84.87233788,1.601304921,86.4736428,-83.27103296,7.593501538
CC12CC(CC1=CC1C34C5C=CC(C5)C13C1CCC4C1)C13CC21C1CCC3O1,84.01004719,0.258157422,84.26820461,-83.75188977,7.593340703
CC1C(S)C2SC1C13CC21C1C=CC3N1,84.20613938,-9.114400483,75.09173889,-93.32053986,7.593182646
CC1=CC(C2C3C=CC2C24CC32C2CCC4C2)C23NC12C1CC3CC1C=CF,80.53907317,0.046822532,80.58589571,-80.49225064,7.592604257
CC1C2C=C(C3CC4CC3C35CC43C3C=CC5C3)C(F)=C2C(I)C23OC12C1CCC3C1,77.26740786,-7.238043888,70.02936397,-84.50545174,7.592441195
C=CC=CC=C1C2CCC1C13C4C=CC(C4)C21C3C=CC1C(CBr)(CC(F)Cl)C2CC3C(=CF)C2C2OC321,82.55949718,-0.689001525,81.87049565,-83.2484987,7.590693901
C1=CC2C(C3CC4CC3C35CC43C3C=CC5C3)=C1C13SC21C1CCC3C1,76.82678669,-15.20218859,61.6245981,-92.02897528,7.590424706
NC1CC2SC1C13NC21C1C=CC3N1,84.20590316,-9.023841374,75.18206179,-93.22974453,7.590051831
CC12CC=C(S1)C(C1C3C=CC1C14CC31C1CCC4C1)C13OC21C1CCC3C1,84.11967151,0.139979771,84.25965128,-83.97969173,7.589877496
BrCCCC=CCC1=CC2=CC13C=C2C=C3C1C2C=CC1C13CC21C1CCC3C1,84.08364514,-0.018113454,84.06553169,-84.1017586,7.589547599
CC1CC(=C(Cl)C2C3CCC2C24C5C=CC(C5)C32C4I)C23CC12C1CCC3N1,82.47782086,-1.017175391,81.46064547,-83.49499625,7.589016471
C=CC=CC=CC1C2CCC1C13SC21C(=CC1C2C=CC1C14CC21C1CCC4C1)CC3(C)CC,84.46068975,0.010070379,84.47076013,-84.45061937,7.588706936
CCC12CC1(C(C(Br)=CF)C1C3C=CC1C14CC31C1CCC4C1)C1CCC2S1,83.87636701,-0.393821968,83.48254504,-84.27018898,7.588573736
CCC12CC1(C1C=CC3C(CBr)=C(C4C5C=CC4C46CC54C4CCC6C4)C=CN31)C1C=CC2C1,81.71816998,2.206381092,83.92455107,-79.51178888,7.586942251
CCC1(C)CC2=CC1(C(c1ccco1)C1C3C=CC1C14CC31C1CCC4C1)C13OC21C1CCC3C1,81.05112962,0.031916089,81.08304571,-81.01921353,7.586923316
C1=CC2C(C=C3CCC4=CC3C35SC43C3CCC5C3)C1C13CC21C1CCC3C1,82.17361996,0.43745835,82.61107831,-81.73616161,7.585894283
BrC(=C1CCC2=CC1C13OC21C1CCC3C1)C12CCC(C1)C13CC21C1C=CC3C1,80.09957049,-2.825012572,77.27455791,-82.92458306,7.585654343
C=CC1C(I)C2SC1C13CC21C1C=CC3S1,83.00818024,-12.66252828,70.34565196,-95.67070851,7.5855852
C1=CC2(CCCC2)C23CC2(C2CCC3C2)C1C12CCC(C1)C13CC21C1C=CC3C1,80.1364881,-2.377406346,77.75908175,-82.51389445,7.585466102
CC=CC(F)(I)C12NC1C1CCC2C1=C1C23C4C=CC(C4)C12C1CC3CC1CBr,81.58308111,-1.102285396,80.48079571,-82.6853665,7.584898138
BrCC1CC(=CC=CC2CC3CC2C24CC32C2C=CC4C2)C23CC12C1C=CC3C1,79.76743138,-9.185659585,70.58177179,-88.95309096,7.584780374
CC12CC(CC1=CC1C34C5C=CC(C5)C13C1CCC4C1)C13NC21C1CCC3C1,83.21208153,-0.399711092,82.81237044,-83.61179262,7.584574252
C=C1C=CC2C(=C1C1CC3CC1C14CC31C1C=CC4C1)C(C=Cc1ccccc1)(CCBr)C13OC21C1C=CC3O1,75.78661539,-4.171883769,71.61473162,-79.95849916,7.584436085
CC12C3=CC4CC(=C3)C1=C(OC2=CC=CC1C23C5C=CC(C5)C12C1CCC3C1)S4,83.66071572,-0.077367981,83.58334774,-83.7380837,7.583087197
BrCC1C2C(=CC3C45C6C=CC(C6)C34C3CCC5C3)C3C=CC1(N3)C13CC21C1CCC3S1,83.93393434,0.251269947,84.18520428,-83.68266439,7.583052169
FC(C=COC12CC=CC(=CC1CCBr)S2)=CC1C23C4C=CC(C4)C12C1CCC3C1,82.1858031,-0.659393884,81.52640922,-82.84519699,7.582339619
CC=CC=C(SC1=CC2NC3=CCC2C3(C(C)=O)C1)C1C2C=CC1C13CC21C1CCC3C1,81.13710538,0.244181728,81.38128711,-80.89292365,7.582224572
CCC1C2C=CC1C13C(=C4C5C6CCC(S6)C45C4(S)C=CC=CO4)C21C1CCC3C1,83.71734444,2.954192677,86.67153711,-80.76315176,7.582183988
C1=CC2CC1C13CC21C1(C=C2C4=CC(CC4)C45OC24C2CCC5C2)CCC3C1,82.64826727,-0.780493524,81.86777375,-83.4287608,7.58200747
BrC(=CC1C(c2ccccc2)=C2C3CCC2C12NC32)C1C23C4C=CC(C4)C12C1CCC3C1,81.0447489,-0.051894603,80.9928543,-81.0966435,7.581935114
CC(C(=CC1=CC2OC1C1C3CCC(C3)C21)CBr)=C1C2CCC1C13OC21C1C=CC3O1,86.0653141,-1.814668577,84.25064553,-87.87998268,7.581705937
IC1CC2SC1C13CC21C1C=CC3S1,87.18753476,-3.557605061,83.6299297,-90.74513983,7.581055208
CC1(OC=C2C=CC=C2C2CC3CC2C24CC32C2C=CC4C2)CCC23SC12C1CCC3C1,76.00459555,-7.991786351,68.0128092,-83.9963819,7.580725775
C1=CC2CC1C13CC21C1CCC3C1=CC12CCC(C1)C13OC21C1CCC3C1,84.33182751,-0.745784969,83.58604254,-85.07761248,7.580699548
CC=CC=C(C1CC2CC1C13CC21C1C=CC3C1)C1CC2CC34OC13CC=CC4C13CC21C1CCC3S1,74.98996465,-7.824378757,67.16558589,-82.8143434,7.580693373
C=CC1=CC(C23OC2C2CCC3C2=C2C34C5CCC(C5)C23C2C=CC4N2)C(C)C1,83.23364586,-1.73595588,81.49768998,-84.96960174,7.580103953
C=C(C=C1C(=CC=CC)C=CC12C=CC=C(N1C3C=CC1C14CC31C1CCC4C1)S2)CC,84.99980724,-3.11289423,81.88691301,-88.11270147,7.579887332
CC12CC(=C(C3C45C6C=CC(C6)C34C3CCC5C3)S1)C13CC21C1CCC3O1,83.02688923,0.960310156,83.98719939,-82.06657908,7.579296354
CC(O)C12NC1C1CC2CC1C=CC12CCC(C1)C13CC21C1C=CC3C1,84.78504857,-0.37775963,84.40728894,-85.16280819,7.579017369
NC1CC2SC1C13NC21C1C=CC3S1,85.7671607,-8.864938162,76.90222254,-94.63209886,7.57813063
CC12N(CN3C4C=CC3C35CC43C3CCC5C3)CC3C4CCC3C13SC43C13CC12C1C=CC3C1,81.49536483,0.504297953,81.99966278,-80.99106688,7.578080549
CCC1C2C=CC1C13C(=C(Br)C45CCC6(CC=C4C6)C5)C21C1CCC3C1,87.32024937,1.49651608,88.81676545,-85.82373329,7.577636462
C=CC=CC1C(=CC=C)C(=CC=C)C(F)C1OC=CC=C1C23C4C=CC(C4)C12C1CC3CC1CBr,84.69945596,-0.897085354,83.80237061,-85.59654132,7.576779017
CCC1(CBr)C2CC3C(=C4C56C7C=CC(C7)C45C4CC6CC4CBr)C2C2OC32C12C=CC=CO2,84.74664205,-1.299684965,83.44695709,-86.04632702,7.576538157
CC=CNC(C(C)CF)(C1CC2CC1C13CC21C1C=CC3C1)C1C2CC3C1C1CCC(C1F)C31SC21,81.37184991,-3.527728985,77.84412093,-84.8995789,7.576219911
CCC12CC(=CC1C1C3C=CC1C14CC31C1CCC4C1)C13CC21C1C=CC3C1,82.98885222,0.069368347,83.05822056,-82.91948387,7.576199831
FCC1C=CC(=CCC2C3C=CC2C24CC32C2CCC4C2)C23CC12C1C=CC3C1,79.49072563,0.126765523,79.61749116,-79.36396011,7.575417457
CC=COC12C=CC(C34NC3(CC)C3CCC4C3)(S1)C13OC21C1CCC3C1,88.51397366,0.653259345,89.16723301,-87.86071432,7.574392964
C1=CC2C(=CC34CCC(C3)C35OC43C3CCC5C3)C1C13CC21C1CCC3C1,82.79665659,1.591398292,84.38805488,-81.2052583,7.574338864
C=CC=C1CC2=CC3N(C(Cl)=CC4C5C=CC4C46CC54C4CCC6C4)c4ccccc4C13C2C,84.34585419,0.032232364,84.37808655,-84.31362182,7.574319212
OC=CC=CC(F)C12OC1C1CCC2C1=C1C23C4C=CC(C4)C12C1CC3CC1CBr,79.93373895,-1.845182931,78.08855602,-81.77892188,7.573331345
CC12CCC(C1)C13OC21C1CCC3C1=C(F)N1C2C=CC1C13CC21C1CCC3C1,85.50412312,-1.475797942,84.02832518,-86.97992106,7.573213128
CCC12C=CC(O1)C13CC21C1CC(OC=CC(Br)I)C3S1,85.60594766,-6.448612553,79.15733511,-92.05456021,7.57311787
BrC1CC2OC1C13CC21C1(C24CC5CC2CC5C4)C=CC3S1,88.28737884,-0.825713561,87.46166528,-89.1130924,7.573083045
CCC12OC1C1C3CC2C1C(C(C)NC)C3C1CC2CC1C13CC21C1C=CC3C1,80.15285948,-4.537009565,75.61584991,-84.68986904,7.573018441
C1=CC2CC1C13C4CCC(C4)C21C3C=C1C2CC3=CC4CC5CC4C46CC54C(=CC316)C2,83.34133408,0.442744989,83.78407907,-82.89858909,7.572952403
CC1C(CBr)CC23C(=CC=CC=C4C56C7C=CC(C7)C45C4(C)CCC6C4)C12C1C=CC3C1,83.72045965,-0.085403076,83.63505658,-83.80586273,7.572864216
CC1C23C4C=CC(C4)C12C1CCC3C1=CC=CCC12SC1C1C3C=C4C5C6C=CC(C6)C45C1CC32,81.51880145,0.516212211,82.03501366,-81.00258924,7.572835078
C1=CC2CC1C13C4CCC(C4)C21C3C=C1CCC2=CC1C13CC21C1CCC3O1,79.43434636,-0.106212312,79.32813405,-79.54055867,7.572766811
C=CC=C1C2C=C3C1C(C(=C(C)CC)C1C4C=CC1C15CC41C1CCC5C1)=C2C3(C)CF,79.25285505,0.887656482,80.14051153,-78.36519857,7.572065572
ClC1=C2C=CC(C1C13CCC(C1)C14CC31C1C=CC4C1)C13SC21C1CCC3C1,82.35912661,0.106567799,82.46569441,-82.25255881,7.571398719
BrC(Br)C1C2C=CC1C13C(=CC4CCC56CC45C4CCC6S4)C21C1CCC3C1,86.98679936,1.269532178,88.25633154,-85.71726718,7.571146218
C=CC=C1CC2(N3C4C=CC3C35C(=CC)C43C3CCC5C3=CC)CC1CC2Br,85.25569033,0.883948512,86.13963885,-84.37174182,7.571096369
CC1=CC(C2C3C=CC2C24CC32C2CCC4S2)C23OC12C1CCC3C1Br,84.90073863,1.443280871,86.3440195,-83.45745775,7.571024859
CC=C1C2C=CC1C1C(=C3C45C6CCC(C)(C6)C34C3C=CC5C3=C(S)CI)C21,78.39363707,0.088152283,78.48178936,-78.30548479,7.570942587
CC1CC2CC1C13CC21C1=C(C2CC4CC2C25CC42C2C=CC5C2)C3C=C1,73.13487176,-15.16584317,57.96902859,-88.30071493,7.569772678
BrCC12CC3=CC1C(C=CC=C1C45C6C=CC(C6)C14C1CCC5C1)C3C2,82.74877963,-0.149079831,82.5996998,-82.89785946,7.569560538
C=CC=CC=C1C2CCC1C13C4C=CC(C4)C21C3C=CC=COC1C2CC(Br)C1CC2F,83.18110363,-0.865968846,82.31513478,-84.04707247,7.56933455
CC1CC(C=CN2C3C=CC2C24CC32C2CCC4C2)C23CC12C1C=CC3C1,86.10246216,-1.22852444,84.87393772,-87.3309866,7.569183659
BrC1CC2CC1C13CCC(C=C4C5CCC4C46OC54C4C=CC6O4)C21O3,82.91623095,-2.602605447,80.3136255,-85.51883639,7.568961327
CC1=CCNC1(C=CC=CO)C12OC1C1CCC2C1=C1C23C4C=CC(C4)C12C1CCC3C1,86.61510159,-0.05607068,86.55903091,-86.67117227,7.56829951
CC12C=CC(S1)C13NC21C1SC3CC1N,85.96963303,-8.661816553,77.30781648,-94.63144958,7.567855182
CC1C(CBr)C2SC1C13NC21C1C=CC3S1,85.65652148,-6.070519271,79.58600221,-91.72704075,7.567338377
C1=CC2CC1C13C4CCC(C4)C21C3C=C1CCC2=CC1C13SC21C1CCC3C1,85.71185277,1.388868241,87.10072101,-84.32298453,7.56701736
CC=C(S)C1CC2SC1C13CC21C1C=CC3N1,82.51474735,-8.254042959,74.2607044,-90.76879031,7.567003022
IC1(C=C2C3CCC2C24CC32C2C=CC4N2)SN2CC3C4C5CC2C(C5)C341,84.9250114,-2.062204175,82.86280722,-86.98721557,7.566700934
SC1CC2SC1C13OC21C1(I)C=CC3O1,87.91774473,-5.792144802,82.12559993,-93.70988954,7.566589708
BrC1CC2C(=CC3=CCC45OC34C3CCC5C3)C1C13CC21C1C=CC3O1,85.35509661,-3.274142121,82.08095449,-88.62923873,7.566007202
C1=CC2CC1C13CC21C1CC3=CC1C1C2C=CC1C13CC21C1CCC3C1,80.70722935,0.256996288,80.96422564,-80.45023306,7.565886836
C=CC=CC(C)OC(=C1C23C4C=CC(C4)C12C1CCC3C1C)C1C2CCC1C1(C(C)Cl)SC21,85.63685249,-1.415277549,84.22157494,-87.05213004,7.564632306
CCC1C2C=CC1C13CC21C1CC(C2(C)CC4C5C2CC4C2(CC)SC52)C3C1,78.70731351,-6.625325187,72.08198833,-85.3326387,7.563695782
BrC=CC1CC2SC1C13CC21C1C=CC3N1,83.98652876,-8.365507993,75.62102076,-92.35203675,7.56262303
CC=CC(I)=C1SC(C)C23OC2(C2CCC3C2)C1C12CCC(C1)C13CC21C1C=CC3C1,83.20048234,-1.583336253,81.61714609,-84.78381859,7.562393324
CC=CC=CC(C(C)CCBr)C12OC1C1CCC2C1=C1C23C4C=CC(C4)C12C1CC3CC1CBr,81.36206006,-1.383184412,79.97887564,-82.74524447,7.562293963
C1=CC23CCC4C2C(=C1)CC4(C12CCC(C1)C14CC12C1C=CC4C1)S3,69.86182027,0.177793046,70.03961331,-69.68402722,7.562274121
CC=NC12C=CC(C34CC3(CC)C3C=CC4C3)(N1)C13OC21C1CCC3C1,79.67784798,-2.178077873,77.49977011,-81.85592586,7.561967457
CC=C1C2CCC1C13OC21C1C=CC3C1=C1CC2(c3ccccc3)CC13C=CC2C3Br,83.4439332,-0.413939361,83.02999384,-83.85787256,7.560964693
CC=COC1=C2C=C(CC=C(Br)C3CC4CC3C35CC43C3C=CC5C3=CF)C(=N1)C2,81.00418135,-5.820217585,75.18396376,-86.82439893,7.560940744
CC1C2(CBr)C3CC4C(=CC2(I)C25NC12C1CCC5C1)C3C1OC41CC=C1C23C4C=CC(C4)C12C1CC3CC1CBr,84.32810718,-3.154807469,81.17329971,-87.48291465,7.56087323
CC=CC1C2(C(C)CC)C=CC1(C1C3CCC1C1C4C=CC(O4)C31)C13OC21C1CCC3C1,83.43067416,2.216508786,85.64718295,-81.21416538,7.560143486
BrC1C=CCC23CC12C1CCC3N1C(=CI)C1C2C=CC1C13CC21C1CCC3C1,85.65489686,0.854927251,86.50982411,-84.79996961,7.559330177
IC(=C1C2=C3C4C=CC(C4)C1(CC2)C3Cc1ccccc1)C1C23C4C=CC(C4)C12C1CCC3C1,79.96740704,0.36909713,80.33650417,-79.59830991,7.559024226
BrCC1=C(C2C34C5C=CC(C5)C23C2CCC4C2)C2=CC13C=CCC3C2,80.34409932,0.174022004,80.51812133,-80.17007732,7.558778228
C1=CC2(C3CC4CC3C35CC43C3C=CC5C3)C3CC(Sc4ccccc43)C23CC3C1,82.98270295,-3.263567537,79.71913542,-86.24627049,7.558414416
C=C1C=CC2=CC1C(C=C1C3C=CC1C14CC31C1CCC4S1)=C2,87.51891196,1.088983639,88.6078956,-86.42992832,7.557818896
CC=CC=CC(C(C)CCBr)C12OC1C1CCC2C1=CC=CC=CC1C23C4C=CC(C4)C12C1CCC3C1,79.21785723,-0.620594635,78.5972626,-79.83845187,7.557597847
C1=CCC(CC2=CC(=CC3CC4CC3C35CC43C3C=CC5C3)C34CC23C2C=CC4C2)=C1,76.48912894,-8.072145987,68.41698295,-84.56127492,7.55727006
FC1CC2=CC1CC21C(=C(I)CC2C3C=CC2C24CC32C2CCC4C2)C=Nc2ccccc21,77.55713757,-3.09996378,74.45717379,-80.65710135,7.557081926
C=CC1C2CC(CBr)C1(Cl)CC2=C1C23C4CCC(C4=CC=CO)C12C1C=CC3C1C,86.95599727,1.027881989,87.98387926,-85.92811528,7.556785897
CC12C=CC3C1=C1C(C4C5C=CC4C46CC54C4CCC6C4)=C2c2c1sc(Cl)c23,84.88143347,1.274703526,86.15613699,-83.60672994,7.55659491
IC(I)C(CC12CC1C1C=CC2C1)C12CCC(C1)C13CC21C1C=CC3C1,83.86983045,-1.8386063,82.03122415,-85.70843675,7.55658259
C1=CC2N(C3=CC4=CCC5NC45CS3)C1C13CC21C1CCC3C1,85.94751757,-1.692351664,84.25516591,-87.63986923,7.556179234
BrC=CCC1CC=CC12CC=C(C1C3C=CC1C14CC31C1CCC4C1)S2,85.69376072,0.887885855,86.58164657,-84.80587486,7.556028409
FC(Br)C(=C1C=CCC12C=CCC2)C1CC2CC1C13CC21C1C=CC3C1,77.89969316,-10.46696913,67.43272403,-88.3666623,7.555971797
CC1=C2C3C=CC2C(C=CC=C2C45C6CCC(C6=CC=CC=CC=CO)C24C2C=CC5C2C)C1C3,87.24073113,0.88962981,88.13036094,-86.35110132,7.555479501
C=C(C=CC1C2CCC1C1(C34C=CC(CC)(O3)C35OC43C3CCC5C3)SC21CC)CC,85.31292872,-1.425592496,83.88733622,-86.73852122,7.554898532
CC1CC2CC1C1OC21CC=C1C23C4CCC(C4=CC=CC=CC=CO)C12C1C=CC3C1CCCBr,81.2314304,-0.638405123,80.59302528,-81.86983553,7.554627769
NC1C(Br)C2SC1C13CC21C1C=CC3S1,82.37821712,-14.69497079,67.68324632,-97.07318791,7.554590517
CCC1C=CC(C23OC2(CC=C(I)C2CC4CC2C25CC42C2C=CC5C2)C2CCC3C2)C1,76.91737261,-8.295427061,68.62194555,-85.21279968,7.554431235
C(=CC12CC(=C(C3CC4CC3C35CC43C3C=CC5C3)S1)C13CC21C1CCC3S1)c1ccccc1,76.13322874,-10.95054919,65.18267955,-87.08377793,7.554296358
C=CC=CCCC(C)(C1CC2CC1C13C4C=CC(C4)C21C3C)C12OC1C1CC2CC1C,77.48510767,-4.417696439,73.06741123,-81.90280411,7.554266761
FC=CC(I)C12OC1C1CCC2C1=C1C23C4CCC(C4)C12C1C=CC3O1,82.87490525,-1.453914191,81.42099106,-84.32881944,7.554093926
C1=CC2C(C3=C4C5=C6CC7=CC6C4C(=C73)C5)C1C13CC21C1CCC3C1,81.60389328,0.814892178,82.41878546,-80.7890011,7.554057667
C1=CC(=CC2CC3CC2C24CC32C2C=CC4C2)C(C2C=CCC34NC23C2CCC4C2)=C1,81.68288339,-4.665074046,77.01780935,-86.34795744,7.554016599
CC12CC(=CC3C4C=CC3C35CC43C3CCC5C3)C34CC31C1CC(C4S1)N2c1ccccc1-c1ccco1,80.23337699,0.230745292,80.46412228,-80.0026317,7.5535689
CC=C1C2CCC1C13C4C=CC(C4)C21C3C1=C2CC3CC(I)(S1)N2C3Br,84.14233541,-0.359607631,83.78272777,-84.50194304,7.553340622
CCC12CC1(CSC1=CC3CC1C14CC31C1CC4CC1CBr)C1CCC2N1,81.94023674,2.166984666,84.10722141,-79.77325207,7.553227563
C1=CC2C(C34C=C5C6=CCC78OC57C3CCC648)C1C13CC21C1CCC3C1,83.12100521,2.54295951,85.66396472,-80.5780457,7.552235705
BrCC1C2CC3C1C(Br)C2C3(Br)C1C2C=CC1C13CC21C1CCC3C1,84.21599854,0.268428244,84.48442678,-83.9475703,7.551150837
FC12CC=CC13CC(=CC3=CC1CC3CC1C14CC31C1C=CC4C1)C2c1ccccc1,79.25572148,-9.076047349,70.17967413,-88.33176883,7.551115337
FC=C1C2CCC1C13CC21C1C=CC3N1C(F)=C(Br)C1CC2SC1C13CC21C1C=CC3C23OC12C1CCC3C1,83.08169175,-1.559488538,81.52220321,-84.64118028,7.55111069
CC(S)C(F)(C=CC1C23C4C=CC(C4)C12C1CCC3C1)C12OC1C1C3=C(c4ccccc4)NC1CC32,81.54136433,-0.906353329,80.635011,-82.44771766,7.551053908
BrC1CC2C3=C4C5C(CC4C4(OC54)C2C=C2C4CCC2C25CC42C2C=CC5C2CI)N31,106.1610169,57.8637183,164.0247352,-48.29729858,7.550919874
C1=CC2SC(C34CCC(C3)C35CC43C3C=CC5C3)=C1C13OC21C1CCC3C1,81.32423075,0.661740532,81.98597128,-80.66249021,7.55062723
CC12C(=CC3CC4CC3C35CC43C3C=CC5C3)C3C4CC1C3CC42,80.29614758,-7.10459684,73.19155074,-87.40074442,7.550366156
BrC1CC2NC1C13NC21C1C=CC3S1,89.81805765,-0.617367412,89.20069024,-90.43542506,7.550323501
C=CC=C1C(c2ccccc2)=CC2C1(C)C1CC3C(=C4C56C7C=CC(C7)C45C4CC6CC4CBr)C1C1OC312,85.23097588,-1.640140367,83.59083551,-86.87111625,7.550214782
C=CC=CC1C=C(C2C3C=CC2C24CC32C2CC(CBr)C4C2)C2=CC(CF)C1=C2,85.40061072,-1.548147514,83.85246321,-86.94875824,7.550174607
BrC(=CC1C2C=CC1C13CC21C1CCC3C1)C1C2=C(Cc3cccn23)C23CC12C1C=CC3C1,81.31949854,1.032126576,82.35162512,-80.28737196,7.550140465
OC1CC2SC1C13NC21C1(O)C=CC3N1,87.67807629,-7.623006538,80.05506975,-95.30108282,7.549346416
CC=CCC12NC1C1CCC2C1=C1C23C4CC(CBr)C(C4)C12C1C=CC3C1SCC,84.76781435,-2.226532868,82.54128148,-86.99434721,7.549243812
C=CCC1CC2=CC1(CF)C(=CC1CC3CC1C14CC31C1C=CC4C1)C2Br,82.69705929,-3.032791561,79.66426773,-85.72985086,7.54909596
SC1CC2OC1C13SC21C1C=CC3N1,88.11935976,-3.649415683,84.46994408,-91.76877544,7.548648454
ClC(=CC=CCC1=CCC(CBr)C23CC12C1C=CC3C1)C1C23C4C=CC(C4)C12C1CCC3C1,80.93479633,0.114414517,81.04921085,-80.82038181,7.54809579
SC1CC2SC1C13CC21C1(S)C=C(Br)C3C1,88.32773,-3.20591,85.12181,-91.5336,7.547868
C=C(CCC)C(=CC=CC1=CC2OC1C1C3CCC(C3)C21)C1CC2CC1C13CC21C1C=CC3C1,78.86987504,-9.447404769,69.42247027,-88.31727981,7.547825693
C1=CC2CC1C1Cc3c4cc(cc3)C21C4C1C2C=CC1C13CC21C1CCC3C1,83.68638804,0.400457125,84.08684516,-83.28593091,7.547628605
CC1=C(C=CC=CC=CC2C34C5C=CC(C5)C23C2CCC4C2)C23C=CCC2=CC1=C3,80.96336405,-0.377538845,80.5858252,-81.3409029,7.547568477
ClC1CC2SC1C13CC21C1(Br)C=CC3S1,85.86920241,-5.957427882,79.91177453,-91.82663029,7.547462695
CC=CC(Br)C12C(=C3C45C6CCC(C6)C34C3C=CC5C3CBr)C1C1CCC2S1,85.27670506,-0.174676767,85.1020283,-85.45138183,7.546373736
CC=C1C2C=CC1C13C4CCC(C4=CF)C21N3C=C1C=CC2=CC1C(C)=C2,87.30747574,0.221912741,87.52938848,-87.08556299,7.546083348
CC=C1C2C=CC1C13C(=C4C5C6CC7C5CC6C47C)C21C1CCC3O1,89.90339446,-38.96699586,50.93639861,-128.8703903,7.545437934
BrC(I)C1CC2CC1C13CC21C1C=CC3C1=CCC12OC1C1CCC2C1,79.79403498,-1.030428665,78.76360631,-80.82446364,7.545311093
IC1=C(CC23C=CC(C2)SC(I)C3)CC=C1C1C2C=CC1C13CC21C1CCC3C1,85.46944668,1.957943298,87.42738998,-83.51150338,7.54486981
SC1CC2NC1C13OC21C1C=CC3N1,89.73206922,-3.733936507,85.99813271,-93.46600573,7.544855958
CC1CC2C3CC(N4C5C=CC4C46CC54C4CCC6C4)(Sc4ccccc43)C23CC13,83.68980138,-0.230902327,83.45889905,-83.92070371,7.544636663
CC1C(I)C2SC1C13CC21C1C=CC3S1,83.70489988,-8.614051093,75.09084879,-92.31895098,7.544334703
CC=COC(C)(CC12CCC(C1)C13CC21C1C=CC3C1)C(C)C12CC1C1CCC2O1,79.77848239,-0.661782178,79.11670021,-80.44026457,7.543913839
CC1CC(=C(Cl)C2CC3CC2C24CC32C2C=CC4C2)C23CC2(C2C=CC3C2)C1C,80.97172292,-6.81076547,74.16095745,-87.78248839,7.543631796
C=CC1CC2SC1C13NC21C1C=CC3N1,84.71160149,-9.012683073,75.69891842,-93.72428456,7.543527373
CCC(CI)=C1C(C)C23NC2(C2CCC3C2)C1C1CC2CC1C13CC21C1C=CC3C1,79.92537392,-5.888946791,74.03642713,-85.81432072,7.543464514
CC1OC(C2CC3CC2C24OC32C2C=CC4O2)C23CC12C1C=CC3C1,82.69099721,-5.581156815,77.10984039,-88.27215402,7.543384846
CC1CC(=CC2=CC3OC2C24OC32C2CCC4C2)C23CC12C1CCC3S1,85.21162108,3.841638212,89.05325929,-81.36998287,7.543378631
BrCC1CC2CC1C13C(=C4C5C6SC7CC6C6(CBr)CCC(c8ccccc8)=CC6C475)C21C1C=CC3C1,84.91051277,-1.338658116,83.57185466,-86.24917089,7.543121013
